KSH,OLD_ZYMC,NEW_ZYMC,NJ
902866,生命科学类28,生命科学类20,2012
902870,数学类04,数学类02,2012
902871,生命科学类28,生命科学类20,2012
902872,政法类03,工商管理类08,2012
902883,交叉学科类13,数学类01,2012
902920,机械类01,仪器仪表类02,2012
902924,语言文学类18,语言文学类14,2012
903040,语言文学类18,语言文学类12,2012
902932,生命科学类28,工商管理类21,2012
903145,工商管理类12,数学类01,2012
903144,交叉学科类21,交叉学科类05,2012
903142,交叉学科类14,工科大类23,2012
903141,社会学类01,工科大类24,2012
903140,数学类04,数学类02,2012
903138,化学类02,工商管理类20,2012
903133,生命科学类02,生命科学类01,2012
903131,生命科学类28,工科大类25,2012
903125,政法类02,工商管理类09,2012
903115,生命科学类28,生命科学类22,2012
903108,交叉学科类18,工科大类24,2012
903106,生命科学类28,生命科学类22,2012
903100,语言文学类15,工科大类23,2012
903099,工科大类03,语言文学类16,2012
903096,数学类04,数学类01,2012
903090,政法类09,政法类06,2012
903089,工科大类23,政法类06,2012
903148,语言文学类05,交叉学科类02,2012
903073,交叉学科类21,交叉学科类05,2012
903150,数学类04,数学类01,2012
903156,生命科学类03,物理学类01,2012
903201,生命科学类28,生命科学类20,2012
903190,语言文学类15,工商管理类01,2012
903183,政法类09,政法类06,2012
903182,交叉学科类21,交叉学科类05,2012
903180,工科大类25,工科大类24,2012
903178,机械类03,数学类02,2012
903177,工商管理类02,机械类01,2012
903176,政法类09,政法类06,2012
903175,生命科学类28,生命科学类22,2012
903174,工商管理类22,工商管理类21,2012
903173,交叉学科类21,交叉学科类05,2012
903172,生命科学类28,生命科学类20,2012
903169,数学类04,数学类02,2012
903165,交叉学科类21,交叉学科类05,2012
903164,交叉学科类18,工科大类03,2012
903163,语言文学类18,化学类07,2012
903159,交叉学科类21,交叉学科类05,2012
903155,语言文学类16,工商管理类21,2012
902925,交叉学科类10,工商管理类21,2012
903072,生命科学类28,生命科学类20,2012
903063,工商管理类22,工商管理类21,2012
903005,工商管理类04,工商管理类01,2012
902998,政法类09,政法类06,2012
902997,交叉学科类21,交叉学科类05,2012
902992,交叉学科类21,交叉学科类05,2012
902991,交叉学科类21,交叉学科类05,2012
902988,政法类09,政法类06,2012
902986,政法类09,政法类06,2012
902984,生命科学类13,工商管理类21,2012
902980,工商管理类02,工商管理类21,2012
902965,数学类04,数学类02,2012
902955,生命科学类28,生命科学类20,2012
902952,生命科学类28,生命科学类20,2012
902948,化学类01,工商管理类21,2012
902941,工商管理类14,工商管理类21,2012
902938,政法类09,政法类06,2012
902935,语言文学类18,语言文学类14,2012
902934,生命科学类13,工商管理类01,2012
903013,数学类04,数学类02,2012
903069,政法类09,政法类06,2012
903014,语言文学类01,工商管理类01,2012
903016,政法类09,政法类06,2012
903054,物理学类04,交叉学科类05,2012
903052,语言文学类05,语言文学类02,2012
903049,数学类04,数学类01,2012
903047,语言文学类18,语言文学类12,2012
903045,交叉学科类21,交叉学科类05,2012
903042,生命科学类17,工商管理类09,2012
902786,数学类04,数学类02,2012
903033,政法类09,政法类06,2012
903029,语言文学类05,政法类06,2012
903028,语言文学类18,语言文学类14,2012
903027,工商管理类12,工商管理类21,2012
903024,交叉学科类21,交叉学科类05,2012
903023,交叉学科类21,交叉学科类05,2012
903022,生命科学类28,工商管理类01,2012
903020,政法类09,政法类06,2012
903019,政法类09,政法类06,2012
903017,生命科学类02,生命科学类01,2012
903015,政法类09,政法类06,2012
902780,政法类09,政法类06,2012
902630,工科大类16,工科大类24,2012
902775,语言文学类03,语言文学类01,2012
902489,生命科学类28,生命科学类20,2012
903214,交叉学科类21,交叉学科类05,2012
902343,语言文学类18,语言文学类12,2012
902336,语言文学类18,语言文学类12,2012
902490,政法类09,政法类06,2012
902491,数学类04,数学类01,2012
902493,工商管理类22,工商管理类21,2012
902494,数学类04,数学类01,2012
902333,工商管理类04,工商管理类01,2012
902495,生命科学类28,生命科学类20,2012
902496,语言文学类03,语言文学类16,2012
902499,社会学类01,交叉学科类02,2012
902354,语言文学类18,语言文学类14,2012
902511,生命科学类28,生命科学类20,2012
902517,生命科学类28,生命科学类22,2012
902522,机械类03,工商管理类21,2012
902529,生命科学类28,生命科学类20,2012
902332,语言文学类02,工商管理类01,2012
902534,化学类01,工科大类03,2012
902540,政法类09,政法类06,2012
902544,物理学类02,工科大类03,2012
902551,政法类09,政法类06,2012
902552,交叉学科类21,交叉学科类05,2012
902331,工商管理类02,工商管理类21,2012
902553,生命科学类28,生命科学类20,2012
902556,交叉学科类10,工商管理类21,2012
902514,化学类07,工科大类24,2012
902562,工商管理类04,数学类02,2012
902487,语言文学类03,工商管理类21,2012
902468,语言文学类18,语言文学类12,2012
902406,生命科学类28,生命科学类22,2012
902410,数学类04,数学类01,2012
902398,化学类02,数学类02,2012
902396,语言文学类18,语言文学类12,2012
902412,政法类09,政法类06,2012
902419,交叉学科类21,交叉学科类05,2012
902425,生命科学类28,生命科学类20,2012
902428,数学类04,数学类01,2012
902395,生命科学类28,生命科学类22,2012
902429,政法类09,政法类06,2012
902435,语言文学类18,语言文学类14,2012
902389,语言文学类04,工商管理类20,2012
902356,生命科学类28,生命科学类20,2012
902437,生命科学类28,生命科学类20,2012
902380,政法类09,政法类06,2012
902445,政法类09,政法类06,2012
902447,政法类09,政法类06,2012
902449,数学类04,数学类02,2012
902450,交叉学科类13,工科大类03,2012
902453,化学类09,工商管理类21,2012
902455,政法类09,政法类06,2012
902456,语言文学类05,工商管理类01,2012
902378,政法类09,政法类06,2012
902363,政法类03,交叉学科类02,2012
902458,语言文学类18,语言文学类14,2012
902466,生命科学类28,生命科学类20,2012
902442,语言文学类04,工商管理类01,2012
902776,生命科学类10,交叉学科类10,2012
902325,政法类09,政法类06,2012
902324,数学类04,数学类01,2012
902670,数学类04,数学类01,2012
902684,物理学类01,化学类07,2012
902689,生命科学类28,生命科学类20,2012
902690,生命科学类28,生命科学类20,2012
902696,政法类09,政法类06,2012
902306,交叉学科类13,工科大类03,2012
902698,语言文学类04,工商管理类01,2012
902699,交叉学科类10,工科大类23,2012
902700,生命科学类28,生命科学类22,2012
