NJ,ZYMC,YHDM
2012,交叉学科类22,105678
2012,交叉学科类22,105660
2012,交叉学科类22,105664
2012,交叉学科类22,105679
2012,交叉学科类22,105665
2012,交叉学科类22,105666
2012,交叉学科类22,105610
2012,交叉学科类22,105675
2012,交叉学科类22,107202
2012,交叉学科类22,107203
2012,交叉学科类22,105890
2012,交叉学科类22,105478
2012,交叉学科类22,106269
2012,交叉学科类22,107207
2012,交叉学科类22,105684
2012,交叉学科类22,106103
2012,语言文学类05,105610
2012,工商管理类08,105540
2012,交叉学科类22,105663
2012,交叉学科类22,105464
2012,交叉学科类22,105445
2012,交叉学科类22,109613
2012,交叉学科类22,105458
2012,交叉学科类22,105964
2012,交叉学科类22,105475
2012,语言文学类05,105901
2012,语言文学类05,105902
2012,语言文学类05,105590
2012,语言文学类05,105937
2012,语言文学类05,105911
2012,语言文学类05,106219
2012,语言文学类05,105935
2012,语言文学类05,107157
2012,语言文学类05,105900
2012,语言文学类05,105899
2012,语言文学类05,107420
2012,语言文学类05,107139
2012,语言文学类05,106701
2012,语言文学类05,106130
2012,语言文学类05,109095
2012,语言文学类05,105893
2012,语言文学类05,105938
2012,语言文学类05,105890
2012,语言文学类05,105445
2012,语言文学类05,105477
2012,语言文学类05,105912
2012,语言文学类05,105903
2012,语言文学类05,105894
2012,语言文学类05,105941
2012,语言文学类05,105916
2012,语言文学类05,105909
2012,交叉学科类22,107208
2012,交叉学科类22,105626
2012,交叉学科类22,105485
2012,交叉学科类22,105680
2012,语言文学类05,105962
2012,交叉学科类22,105479
2012,语言文学类05,105592
2012,交叉学科类22,105488
2012,交叉学科类22,105510
2012,交叉学科类22,105509
2012,交叉学科类22,105523
2012,交叉学科类22,105544
2012,交叉学科类22,105497
2012,工商管理类08,105587
2012,工商管理类08,105586
2012,工商管理类08,105582
2012,工商管理类08,105581
2012,工商管理类08,105550
2012,工商管理类08,105580
2012,工商管理类08,105549
2012,工商管理类08,105571
2012,工商管理类08,107168
2012,工商管理类08,105493
2012,工商管理类08,105547
2012,工商管理类08,105538
2012,工商管理类08,107001
2012,工商管理类08,106101
2012,工商管理类08,105492
2012,工商管理类08,105451
2012,工商管理类08,105510
2012,工商管理类08,106061
2012,工商管理类08,109693
2012,工商管理类08,109634
2012,工商管理类08,105755
2012,工商管理类08,105561
2012,工商管理类08,107352
2012,工商管理类08,105548
2012,工商管理类08,105817
2012,工商管理类08,107315
2012,工商管理类08,105527
2012,工商管理类08,105456
2012,工商管理类08,105545
2012,工商管理类08,105489
2012,工商管理类08,105457
2012,工商管理类08,105485
2012,工商管理类08,106545
2012,工商管理类08,107183
2012,工商管理类08,106546
2012,工商管理类08,105596
2012,工商管理类08,105584
2012,工商管理类08,105570
2012,工商管理类08,105569
2012,工商管理类08,105559
2012,工商管理类08,105565
2012,工商管理类08,106263
2012,工商管理类08,107165
2012,工商管理类08,105610
2012,工商管理类08,106103
2012,工商管理类08,105818
2012,工商管理类08,107917
2012,工商管理类08,105475
2012,工商管理类08,105859
2012,工商管理类08,105434
2012,工商管理类08,106047
2012,工商管理类08,105731
2012,工商管理类08,105811
2012,工商管理类08,105488
2012,工商管理类08,105534
2012,工商管理类08,105439
2012,工商管理类08,105476
2012,工商管理类08,105445
2012,工商管理类08,105544
2012,工商管理类08,105721
2012,工商管理类08,105617
2012,工商管理类08,105684
2012,工商管理类08,105890
2012,工商管理类08,106159
2012,工商管理类08,105435
2012,工商管理类08,105862
2012,工商管理类08,107925
2012,工商管理类08,105578
2012,工商管理类08,108059
2012,工商管理类08,105546
2012,工商管理类08,105686
2012,工商管理类08,106527
2012,语言文学类05,105430
2012,语言文学类05,105684
2012,语言文学类05,105602
2012,语言文学类05,111781
2012,语言文学类05,105475
2012,语言文学类05,106648
2012,语言文学类05,106645
2012,语言文学类05,106644
2012,语言文学类05,105842
2012,语言文学类05,105855
2012,语言文学类05,107883
2012,语言文学类05,105626
2012,语言文学类05,105618
2012,语言文学类05,106896
2012,语言文学类05,107884
2012,语言文学类05,105755
2012,语言文学类05,106253
2012,语言文学类05,107187
2012,语言文学类05,105464
2012,语言文学类05,106126
2012,语言文学类05,105597
2012,语言文学类05,105524
2012,语言文学类05,105457
2012,语言文学类05,105619
2012,语言文学类05,108210
2012,语言文学类05,105598
2012,语言文学类05,105975
2012,语言文学类05,105471
2012,工商管理类08,105889
2012,工商管理类08,105551
2012,工商管理类08,106114
2012,工商管理类08,107769
2012,工商管理类08,105507
2012,语言文学类05,107675
2012,语言文学类05,105604
2012,工商管理类08,105541
2012,工商管理类08,105557
2012,工商管理类08,105537
2012,工商管理类08,107884
2012,工商管理类08,105601
2012,工商管理类08,105595
2012,工商管理类08,105560
2012,工商管理类08,105673
2012,工商管理类08,106639
2012,工商管理类08,105468
2012,工商管理类08,105554
2012,工商管理类08,105971
2012,工商管理类08,105533
2012,工商管理类08,105931
2012,工商管理类08,106861
2012,工商管理类08,105928
2012,工商管理类08,105966
2012,工商管理类08,105499
2012,工商管理类08,106543
2012,工商管理类08,106763
2012,语言文学类05,107676
2012,语言文学类05,105933
2012,语言文学类05,105971
2012,语言文学类05,105932
2012,语言文学类05,105955
2012,语言文学类05,105929
2012,语言文学类05,105928
2012,语言文学类05,105952
2012,语言文学类05,105926
2012,语言文学类05,105925
2012,语言文学类05,105836
2012,语言文学类05,106542
2012,语言文学类05,105923
2012,语言文学类05,105431
2012,语言文学类05,107001
2012,语言文学类05,107438
2012,语言文学类05,105458
2012,语言文学类05,107677
2012,语言文学类05,105435
2012,语言文学类05,106392
2012,语言文学类05,105922
2012,语言文学类05,105918
2012,语言文学类05,106625
2012,语言文学类05,106613
2012,语言文学类05,106609
2012,语言文学类05,106193
2012,语言文学类05,106603
2012,语言文学类05,106617
2012,语言文学类05,105670
2012,语言文学类05,106612
2012,语言文学类05,107440
2012,语言文学类05,106190
2012,语言文学类05,106615
2012,语言文学类05,106128
2012,语言文学类05,105811
2012,语言文学类05,105510
2012,语言文学类05,105507
2012,语言文学类05,106611
2012,语言文学类05,107542
2012,语言文学类05,106432
2012,语言文学类05,106424
2012,语言文学类05,107439
2012,语言文学类05,106074
2012,语言文学类05,107337
2012,语言文学类05,106861
2012,交叉学科类02,105732
2012,交叉学科类02,105727
2012,交叉学科类02,105739
2012,交叉学科类02,105691
2012,交叉学科类02,105716
2012,交叉学科类02,108551
2012,交叉学科类02,105690
2012,交叉学科类02,105684
2012,交叉学科类02,105522
2012,交叉学科类02,107157
2012,交叉学科类02,105596
2012,交叉学科类02,105740
2012,交叉学科类02,105696
2012,交叉学科类02,105729
2012,交叉学科类02,106280
2012,交叉学科类02,105489
2012,交叉学科类02,105693
2012,交叉学科类02,105706
2012,交叉学科类02,107884
2012,交叉学科类02,105721
2012,交叉学科类02,106253
2012,交叉学科类02,105531
2012,交叉学科类02,107221
2012,交叉学科类02,109634
2012,交叉学科类02,105484
2012,交叉学科类02,105731
2012,交叉学科类02,105475
2012,交叉学科类02,105686
2012,交叉学科类02,105719
2012,交叉学科类02,105481
2012,交叉学科类02,105451
2012,交叉学科类02,105488
2012,交叉学科类02,107167
2012,交叉学科类02,105442
2012,交叉学科类02,105510
2012,交叉学科类02,106987
2012,交叉学科类02,107608
2012,交叉学科类02,108458
2012,交叉学科类02,106984
2012,交叉学科类02,106925
2012,交叉学科类02,107487
2012,交叉学科类02,106932
2012,交叉学科类02,107609
2012,交叉学科类02,105492
2012,交叉学科类02,106255
2012,交叉学科类02,105468
2012,交叉学科类02,105497
2012,交叉学科类02,105610
2012,交叉学科类02,106983
2012,交叉学科类02,108455
2012,交叉学科类02,106930
2012,交叉学科类02,107886
2012,交叉学科类02,105595
2012,交叉学科类02,105615
2012,交叉学科类02,107166
2012,交叉学科类02,105434
2012,交叉学科类02,105464
2012,交叉学科类02,106103
2012,交叉学科类02,105528
2012,交叉学科类02,105734
2012,交叉学科类02,105975
2012,交叉学科类02,106931
2012,交叉学科类02,105435
2012,交叉学科类02,105474
2012,交叉学科类02,105430
2012,交叉学科类02,106748
2012,交叉学科类02,108130
2012,交叉学科类02,106371
2012,交叉学科类02,105710
2012,交叉学科类02,106746
2012,交叉学科类02,106354
2012,交叉学科类02,105761
2012,交叉学科类02,110684
2012,交叉学科类02,106375
2012,交叉学科类02,105709
2012,交叉学科类02,106381
2012,交叉学科类02,106233
2012,交叉学科类02,106382
2012,交叉学科类02,105562
2012,交叉学科类02,106886
2012,交叉学科类02,105445
2012,交叉学科类02,111859
2012,交叉学科类02,107925
2012,交叉学科类02,105974
2012,交叉学科类02,105643
2012,交叉学科类02,106885
2012,交叉学科类02,111857
2012,交叉学科类02,108063
2012,交叉学科类02,106935
2012,交叉学科类02,108131
2012,交叉学科类02,105714
2012,交叉学科类02,106469
2012,交叉学科类02,106747
2012,交叉学科类02,105711
2012,交叉学科类02,106238
2012,交叉学科类02,105762
2012,交叉学科类02,106383
2012,交叉学科类02,105713
2012,交叉学科类02,106356
2012,交叉学科类02,105436
2012,交叉学科类02,105456
2012,交叉学科类02,106126
2012,交叉学科类02,105890
2012,交叉学科类02,105563
2012,交叉学科类02,105565
2012,交叉学科类02,105602
2012,交叉学科类02,106102
2012,交叉学科类02,106720
2012,交叉学科类02,106061
2012,交叉学科类02,106239
2012,交叉学科类02,107921
2012,交叉学科类02,105485
2012,交叉学科类02,105728
2012,交叉学科类02,105723
2012,交叉学科类02,106763
2012,交叉学科类02,105527
2012,交叉学科类02,109693
2012,交叉学科类02,106301
2012,交叉学科类02,105726
2012,交叉学科类02,105695
2012,交叉学科类02,105702
2012,交叉学科类02,105534
2012,交叉学科类02,108587
2012,交叉学科类02,105766
2012,交叉学科类02,105914
2012,交叉学科类02,108709
2012,交叉学科类02,105754
2012,交叉学科类02,105999
2012,交叉学科类02,105717
2012,交叉学科类02,105689
2012,交叉学科类02,105457
2012,交叉学科类02,107422
2012,交叉学科类02,107521
2012,交叉学科类02,106701
2012,交叉学科类22,105459
2012,交叉学科类22,106786
2012,交叉学科类22,106770
2012,交叉学科类22,106798
2012,交叉学科类22,106778
2012,交叉学科类22,106773
2012,交叉学科类22,106522
2012,交叉学科类22,106779
2012,交叉学科类22,107385
2012,交叉学科类22,106524
2012,交叉学科类22,105431
2012,交叉学科类22,107168
2012,交叉学科类22,105755
2012,交叉学科类22,106792
2012,交叉学科类22,106791
2012,交叉学科类22,105492
2012,交叉学科类22,106288
2012,交叉学科类22,106797
2012,交叉学科类22,106800
2012,交叉学科类22,106796
2012,交叉学科类22,107157
2012,交叉学科类22,107386
2012,交叉学科类22,106761
2012,交叉学科类22,108383
2012,交叉学科类22,106732
2012,交叉学科类22,106328
2012,交叉学科类22,105477
2012,交叉学科类22,105531
2012,交叉学科类22,107139
2012,交叉学科类22,107925
2012,交叉学科类22,105818
2012,交叉学科类22,105435
2012,交叉学科类22,105474
2012,交叉学科类22,109634
2012,交叉学科类22,108131
2012,交叉学科类22,105468
2012,交叉学科类22,108709
2012,交叉学科类22,105817
2012,交叉学科类22,105721
2012,交叉学科类22,105493
2012,交叉学科类22,107884
2012,交叉学科类22,105583
2012,交叉学科类22,105451
2012,交叉学科类22,105595
2012,交叉学科类22,108551
2012,交叉学科类22,107917
2012,交叉学科类22,105602
2012,交叉学科类22,106125
2012,交叉学科类22,106116
2012,交叉学科类22,106119
2012,交叉学科类22,106114
2012,交叉学科类22,105889
2012,交叉学科类22,106129
2012,交叉学科类22,107167
2012,交叉学科类22,105528
2012,交叉学科类22,105441
2012,交叉学科类22,105975
2012,交叉学科类22,105562
2012,交叉学科类22,82902101303
2012,交叉学科类22,105578
2012,交叉学科类22,106895
2012,交叉学科类22,106527
2012,交叉学科类02,105737
2012,交叉学科类02,106592
2012,交叉学科类02,106090
2012,交叉学科类02,106291
2012,交叉学科类02,107421
2012,交叉学科类02,106023
2012,交叉学科类02,107420
2012,交叉学科类02,107326
2012,交叉学科类02,107182
2012,交叉学科类02,105638
2012,交叉学科类02,107080
2012,交叉学科类02,105637
2012,交叉学科类02,105757
2012,交叉学科类02,107076
2012,交叉学科类02,107082
2012,交叉学科类02,106021
2012,交叉学科类02,107073
2012,交叉学科类02,105544
2012,交叉学科类02,105493
2012,交叉学科类02,105627
2012,交叉学科类02,106288
2012,交叉学科类02,105755
2012,交叉学科类22,105534
2012,交叉学科类02,107883
2012,交叉学科类22,105643
2012,交叉学科类22,105977
2012,交叉学科类22,106720
2012,交叉学科类22,107169
2012,交叉学科类22,105914
2012,交叉学科类22,106005
2012,化学类07,105507
2012,工商管理类02,107303
2012,工商管理类02,107566
2012,工商管理类02,105585
2012,工商管理类02,107918
2012,工商管理类02,105872
2012,工商管理类02,105551
2012,工商管理类02,105488
2012,工商管理类02,107301
2012,工商管理类02,105669
2012,工商管理类02,106838
2012,工商管理类02,109624
2012,工商管理类02,105537
2012,工商管理类02,105510
2012,工商管理类02,105499
2012,工商管理类02,106124
2012,工商管理类02,105881
2012,工商管理类02,108025
2012,工商管理类02,105584
2012,工商管理类02,105559
2012,工商管理类02,106626
2012,工商管理类02,106195
2012,工商管理类02,106206
2012,工商管理类02,107492
2012,工商管理类02,106636
2012,工商管理类02,106189
2012,工商管理类02,106617
2012,工商管理类02,107168
2012,工商管理类02,105914
2012,工商管理类02,107883
2012,工商管理类02,105528
2012,工商管理类02,106629
2012,工商管理类02,106187
2012,工商管理类02,106128
2012,工商管理类02,106186
2012,工商管理类02,105507
2012,工商管理类02,107001
2012,工商管理类02,105755
2012,工商管理类02,106184
2012,工商管理类02,105596
2012,工商管理类02,105988
2012,工商管理类02,105602
2012,工商管理类02,105475
2012,工商管理类02,105721
2012,工商管理类02,109642
2012,工商管理类02,107304
2012,工商管理类02,105527
2012,工商管理类02,105445
2012,工商管理类02,109634
2012,工商管理类02,105485
2012,工商管理类02,105891
2012,工商管理类02,105484
2012,工商管理类02,106720
2012,工商管理类02,105468
2012,工商管理类02,108420
2012,工商管理类02,105464
2012,工商管理类02,105883
2012,工商管理类02,106299
2012,工商管理类02,105610
2012,工商管理类02,105706
2012,工商管理类02,105458
2012,工商管理类02,105477
2012,工商管理类02,106177
2012,工商管理类02,108715
2012,工商管理类02,107884
2012,工商管理类02,106694
2012,工商管理类02,107917
2012,工商管理类02,106841
2012,工商管理类02,105518
2012,工商管理类02,105583
2012,工商管理类02,106560
2012,工商管理类02,105509
2012,工商管理类02,105469
2012,工商管理类02,109630
2012,工商管理类02,106547
2012,工商管理类02,105430
2012,工商管理类02,106130
2012,工商管理类02,109696
2012,工商管理类02,109790
2012,工商管理类02,105544
2012,工商管理类02,107040
2012,工商管理类02,107167
2012,工商管理类02,106290
2012,工商管理类02,106908
2012,工商管理类02,106539
2012,工商管理类02,105811
2012,工商管理类02,108743
2012,工商管理类02,105975
2012,工商管理类02,106536
2012,工商管理类02,106543
2012,工商管理类02,105577
2012,工商管理类02,105576
2012,工商管理类02,105567
2012,工商管理类02,107800
2012,工商管理类02,107925
2012,工商管理类02,108205
2012,工商管理类02,107305
2012,工商管理类02,105568
2012,工商管理类02,105522
2012,工商管理类02,107921
2012,工商管理类02,105434
2012,工商管理类02,109644
2012,工商管理类02,105817
2012,工商管理类02,106103
2012,工商管理类02,105754
2012,工商管理类02,105525
2012,工商管理类02,105471
2012,工商管理类02,105489
2012,工商管理类02,106114
2012,工商管理类02,105562
2012,工商管理类02,105578
2012,工商管理类02,105726
2012,工商管理类02,105885
2012,工商管理类02,106843
2012,工商管理类02,106840
2012,工商管理类02,105823
2012,工商管理类02,105838
2012,工商管理类02,106827
2012,数学类04,107322
2012,数学类04,107321
2012,数学类04,107320
2012,数学类04,105731
2012,数学类04,105468
2012,数学类04,105435
2012,数学类04,105488
2012,数学类04,107323
2012,数学类04,106867
2012,数学类04,106866
2012,数学类04,108435
2012,数学类04,106864
2012,数学类04,107107
2012,数学类04,105431
2012,数学类04,105464
2012,数学类04,105755
2012,数学类04,105528
2012,数学类04,105610
2012,数学类04,106883
2012,数学类04,105777
2012,数学类04,106880
2012,数学类04,109723
2012,数学类04,105434
2012,数学类04,105596
2012,数学类04,106870
2012,数学类04,106882
2012,数学类04,106844
2012,数学类04,105988
2012,数学类04,107240
2012,数学类04,106391
2012,数学类04,109613
2012,数学类04,105544
2012,数学类04,105726
2012,数学类04,109788
2012,数学类04,107398
2012,数学类04,106074
2012,数学类04,107812
2012,数学类04,105458
2012,数学类04,107905
2012,数学类04,107438
2012,数学类04,109696
2012,数学类04,105577
2012,数学类04,106405
2012,数学类04,107752
2012,数学类04,107930
2012,数学类04,105492
2012,数学类04,108502
2012,数学类04,105471
2012,数学类04,107439
2012,数学类04,105643
2012,数学类04,106436
2012,数学类04,107883
2012,数学类04,107364
2012,数学类04,109693
2012,数学类04,105522
2012,数学类04,105677
2012,数学类04,105493
2012,数学类04,105525
2012,数学类04,105962
2012,数学类04,105619
2012,数学类04,105583
2012,数学类04,105562
2012,数学类04,106989
2012,数学类04,108434
2012,数学类04,106395
2012,数学类04,105721
2012,数学类04,105518
2012,数学类04,105576
2012,数学类04,105880
2012,数学类04,105551
2012,数学类04,105959
2012,数学类04,106592
2012,数学类04,106387
2012,数学类04,105489
2012,数学类04,107143
2012,数学类04,107385
2012,数学类04,106737
2012,数学类04,106730
2012,数学类04,105459
2012,数学类04,105478
2012,数学类04,105497
2012,数学类04,109136
2012,数学类04,106785
2012,数学类04,108411
2012,数学类04,106735
2012,数学类04,106247
2012,数学类04,109621
2012,数学类04,107578
2012,数学类04,105515
2012,数学类04,108436
2012,数学类04,106350
2012,数学类04,105474
2012,数学类04,106999
2012,数学类04,107004
2012,数学类04,105507
2012,数学类04,107746
2012,数学类04,107745
2012,数学类04,106661
2012,数学类04,106660
2012,数学类04,106763
2012,数学类04,109215
2012,数学类04,107003
2012,数学类04,107002
2012,数学类04,107617
2012,数学类04,107715
2012,数学类04,107616
2012,数学类04,107714
2012,数学类04,107713
2012,数学类04,105485
2012,数学类04,109642
2012,数学类04,105811
2012,数学类04,105445
2012,数学类04,105754
2012,数学类04,106130
2012,数学类04,105568
2012,数学类04,105567
2012,数学类04,105584
2012,数学类04,105533
2012,数学类04,105537
2012,数学类04,105510
2012,数学类04,105877
2012,工商管理类02,106047
2012,工商管理类02,107687
2012,工商管理类02,108773
2012,工商管理类02,105892
2012,工商管理类02,108007
2012,工商管理类02,108008
2012,工商管理类02,105619
2012,工商管理类02,105889
2012,工商管理类02,105683
2012,工商管理类02,105684
2012,工商管理类02,105546
2012,工商管理类02,109619
2012,工商管理类02,108551
2012,工商管理类02,106837
2012,工商管理类02,105882
2012,生命科学类20,107565
2012,生命科学类20,106810
2012,生命科学类20,106809
2012,生命科学类20,107423
2012,生命科学类20,106787
2012,生命科学类20,105459
2012,生命科学类20,106395
2012,生命科学类20,105510
2012,生命科学类20,107001
2012,生命科学类20,105488
2012,生命科学类20,105430
2012,生命科学类20,107415
2012,生命科学类20,106524
2012,生命科学类20,106815
2012,生命科学类20,108112
2012,生命科学类20,106061
2012,生命科学类20,106262
2012,生命科学类20,105508
2012,生命科学类20,105458
2012,生命科学类20,105464
2012,生命科学类20,106834
2012,生命科学类20,105525
2012,生命科学类20,105445
2012,生命科学类20,105528
2012,生命科学类20,105523
2012,生命科学类20,105583
2012,生命科学类20,107560
2012,生命科学类20,106779
2012,生命科学类20,106763
2012,生命科学类20,105468
2012,生命科学类20,107919
2012,生命科学类20,105610
2012,生命科学类20,106522
2012,生命科学类20,109613
2012,生命科学类20,105484
2012,生命科学类20,105677
2012,生命科学类20,107714
2012,生命科学类20,108394
2012,生命科学类20,106177
2012,生命科学类20,106814
2012,生命科学类20,106578
2012,生命科学类20,105431
2012,生命科学类20,105894
2012,生命科学类20,105453
2012,生命科学类20,105452
2012,生命科学类20,105449
2012,生命科学类20,105447
2012,生命科学类20,106571
2012,生命科学类20,107621
2012,生命科学类20,107920
2012,生命科学类20,107626
2012,生命科学类20,106852
2012,生命科学类20,106510
2012,生命科学类20,107748
2012,生命科学类20,107561
2012,生命科学类20,106325
2012,生命科学类20,106067
2012,生命科学类20,105726
2012,生命科学类20,107617
2012,生命科学类20,107715
2012,生命科学类20,107006
2012,生命科学类20,106656
2012,生命科学类20,109215
2012,生命科学类20,107747
2012,生命科学类28,109619
2012,生命科学类28,106067
2012,生命科学类28,105508
2012,生命科学类28,105431
2012,生命科学类28,105507
2012,生命科学类28,105522
2012,生命科学类28,106336
2012,生命科学类28,107747
2012,生命科学类28,106341
2012,生命科学类28,105445
2012,生命科学类28,106327
2012,生命科学类28,107410
2012,生命科学类28,107418
2012,生命科学类28,107409
2012,生命科学类28,107413
2012,生命科学类28,106810
2012,生命科学类28,109630
2012,生命科学类28,105510
2012,生命科学类28,107412
2012,生命科学类28,108743
2012,生命科学类28,106338
2012,生命科学类28,106339
2012,工商管理类02,105870
2012,生命科学类28,107565
2012,生命科学类28,106395
2012,生命科学类28,105478
2012,生命科学类28,105485
2012,生命科学类28,105726
2012,生命科学类28,106311
2012,生命科学类28,107419
2012,生命科学类28,105975
2012,生命科学类28,106524
2012,生命科学类28,106326
2012,生命科学类28,109624
2012,生命科学类28,105464
2012,生命科学类28,105596
2012,生命科学类28,105527
2012,生命科学类28,107415
2012,生命科学类28,109613
2012,生命科学类28,107167
2012,生命科学类28,105755
2012,生命科学类28,107562
2012,生命科学类28,106779
2012,工商管理类02,109787
2012,工商管理类02,109622
2012,工商管理类02,105436
2012,工商管理类02,107082
2012,工商管理类02,105959
2012,工商管理类02,109719
2012,工商管理类02,107905
2012,工商管理类02,106842
2012,工商管理类02,107157
2012,工商管理类02,105534
2012,工商管理类02,105465
2012,工商管理类02,105498
2012,工商管理类02,106263
2012,工商管理类02,108010
2012,工商管理类02,106118
2012,工商管理类02,107107
2012,工商管理类02,106625
2012,工商管理类02,106684
2012,工商管理类02,105520
2012,工商管理类02,109621
2012,工商管理类02,107794
2012,工商管理类02,105515
2012,工商管理类02,109613
2012,工商管理类02,106007
2012,工商管理类02,106101
2012,工商管理类02,106066
2012,工商管理类02,105563
2012,工商管理类02,105763
2012,工商管理类02,106061
2012,工商管理类02,105442
2012,工商管理类02,109626
2012,工商管理类02,106582
2012,工商管理类02,109727
2012,工商管理类02,106576
2012,工商管理类02,105437
2012,工商管理类02,105777
2012,工商管理类02,106592
2012,工商管理类02,105590
2012,工商管理类02,106573
2012,工商管理类02,106589
2012,工商管理类02,107273
2012,工商管理类02,105440
2012,数学类04,105499
2012,化学类07,105483
2012,化学类07,105495
2012,化学类07,105519
2012,化学类07,108511
2012,化学类07,109642
2012,化学类07,105477
2012,化学类07,105475
2012,化学类07,105726
2012,化学类07,105528
2012,化学类07,105502
2012,化学类07,105601
2012,化学类07,105517
2012,化学类07,105490
2012,化学类07,105521
2012,化学类07,105512
2012,化学类07,107149
2012,化学类07,107145
2012,化学类07,105511
2012,化学类07,105469
2012,化学类07,105964
2012,化学类07,105596
2012,化学类07,107182
2012,化学类07,107150
2012,化学类07,105523
2012,化学类07,106080
2012,化学类07,105508
2012,化学类07,105435
2012,化学类07,107146
2012,化学类07,105529
2012,化学类07,105527
2012,化学类07,105468
2012,化学类07,106083
2012,化学类07,105459
2012,化学类07,105487
2012,化学类07,106574
2012,化学类07,105486
2012,化学类07,106086
2012,化学类07,105510
2012,化学类07,105445
2012,化学类07,106102
2012,化学类07,105471
2012,化学类07,107167
2012,化学类07,106883
2012,化学类07,105453
2012,化学类07,105452
2012,化学类07,105493
2012,化学类07,105683
2012,化学类07,105975
2012,化学类07,106573
2012,化学类07,105449
2012,化学类07,105447
2012,化学类07,105677
2012,化学类07,106571
2012,化学类07,106067
2012,化学类07,105476
2012,化学类07,105544
2012,化学类07,107164
2012,化学类07,108551
2012,化学类07,105474
2012,化学类07,105433
2012,化学类07,107895
2012,化学类07,105516
2012,化学类07,107147
2012,化学类07,107884
2012,化学类07,106253
2012,化学类07,105755
2012,化学类07,105673
2012,化学类07,106082
2012,化学类07,105458
2012,化学类07,105735
2012,化学类07,106577
2012,化学类07,105546
2012,化学类07,106570
2012,化学类07,105440
2012,化学类07,105911
2012,化学类07,106434
2012,化学类07,105492
2012,化学类07,106580
2012,化学类07,105478
2012,化学类07,105497
2012,化学类07,105464
2012,化学类07,105522
2012,化学类07,107613
2012,化学类07,105451
2012,化学类07,107155
2012,化学类07,107157
2012,化学类07,105515
2012,化学类07,105434
2012,化学类07,105488
2012,化学类07,105485
2012,化学类07,105479
2012,化学类07,107917
2012,化学类07,105999
2012,化学类07,108131
2012,化学类07,106376
2012,化学类07,107925
2012,化学类07,105456
2012,化学类07,105436
2012,化学类07,107353
2012,化学类07,105470
2012,化学类07,107919
2012,化学类07,105650
2012,化学类07,105646
2012,化学类07,107420
2012,化学类07,105600
2012,化学类07,107061
2012,化学类07,105638
2012,化学类07,105757
2012,化学类07,107284
2012,化学类07,107076
2012,化学类07,105651
2012,化学类07,105633
2012,化学类07,107073
2012,化学类07,107519
2012,化学类07,105578
2012,化学类07,105628
2012,化学类07,106908
2012,化学类07,106021
2012,工商管理类08,105556
2012,工商管理类08,106924
2012,工商管理类08,108651
2012,工商管理类08,105954
2012,工商管理类08,105553
2012,工商管理类08,107904
2012,工商管理类08,105539
2012,化学类07,105454
2012,化学类07,106576
2012,化学类07,105430
2012,化学类07,105610
2012,化学类07,105909
2012,工商管理类08,105975
2012,工商管理类08,105602
2012,工商管理类08,106074
2012,工商管理类08,106298
2012,工商管理类08,106399
2012,工商管理类08,106389
2012,工商管理类08,106401
2012,工商管理类08,106428
2012,工商管理类08,106422
2012,工商管理类08,107440
2012,工商管理类08,106068
2012,工商管理类08,106388
2012,工商管理类08,106392
2012,工商管理类08,109624
2012,工商管理类08,105458
2012,工商管理类08,105431
